item_id,h_raw,h_icc,n_resp,n_clusters_used,topic,het_quartile,role_standard,role_adversarial,h_raw_coarse,h_icc_coarse
bullied,0.14931716425745403,0.07996496195536956,1577,121,health_wellbeing,q2,target,target,0.03334867020117592,0.018523365950203517
smedia,0.1366194356310783,0.06579895299614572,1571,121,health_wellbeing,q2,anchor,target,0.03737240522153382,0.02271530471919231
imprvown1,0.10771886928688319,0.03513962257161793,1589,121,health_wellbeing,q1,target,target,0.03106176220973143,0.016232506353574188
mustdoc1,0.12882348105104685,0.0580496094712691,1573,120,health_wellbeing,q1,anchor,target,0.021800647654684528,0.00631437818197217
mustmed1,0.14480425517826997,0.07560026167061763,1575,120,health_wellbeing,q2,target,target,0.038988805071571125,0.02450463969475822
musthosp1,0.16760117569289099,0.10044700572012798,1561,119,health_wellbeing,q3,target,target,0.032183272462653144,0.017197812311201495
physill1,0.12872806372472134,0.0569884328736495,1567,121,health_wellbeing,q1,anchor,target,0.033906471707138154,0.019009633107369975
bullpeer,0.14588496366877518,0.07557608584518738,1564,121,health_wellbeing,q2,anchor,target,0.034278199223799995,0.01937145466898358
rumopeer,0.13398986323905898,0.06076412756904391,1529,121,health_wellbeing,q1,target,target,0.026624799933759467,0.010898785924592527
fighpeer,0.12961177291978723,0.0574896979918462,1558,121,health_wellbeing,q1,anchor,target,0.02487027521405821,0.00935925289560867
schshoot,0.16275301970225947,0.09215130982812691,1527,121,health_wellbeing,q3,anchor,target,0.05425846186442383,0.04007549827657829
cutself,0.14295059011502068,0.07114844707171829,1527,120,health_wellbeing,q2,anchor,target,0.04162293609975268,0.02677647754244857
negself,0.1289985302294506,0.057068261689007665,1550,120,health_wellbeing,q1,target,target,0.022619140943277515,0.006934660588475171
foodalc,0.12121701435913972,0.047361095183435925,1540,121,health_wellbeing,q1,target,target,0.035211848382109105,0.020099620493475575
risklife,0.1395153816967643,0.06816293948023174,1529,119,health_wellbeing,q2,anchor,target,0.037445682306598255,0.02242637901622441
takelife,0.15914411454216365,0.08786957001765767,1508,120,health_wellbeing,q3,anchor,target,0.03588043655852518,0.020495260558178244
dsndntpay,0.1082234049989655,0.05530380664007362,2140,122,race_ethnicity,q1,anchor,anchor,0.04066258829697625,0.030505810816286158
acpttg,0.15042887376371236,0.09854826732841275,2069,122,sexuality,q3,anchor,anchor,0.0496315446495025,0.039526749612002005
chngdocs,0.11557891694708466,0.06285182105710928,2128,122,sexuality,q2,anchor,anchor,0.032636455084785625,0.021994637432999557
feovrwrk,0.11340989181930167,0.05951337165408733,2091,122,gender_family,q1,anchor,anchor,0.03311845577583102,0.022289033904549106
sexornt1,0.10952397064738266,0.05326352235877154,2020,122,sexuality,q1,target,anchor,0.043147872841856644,0.03241611476887222
sexpaid,0.12289853145557664,0.06747056059410218,2015,122,sexuality,q2,target,anchor,0.023844137826795526,0.012054444756285771
nocondom,0.19488626735581446,0.13899405904324794,1830,122,sexuality,q4,anchor,anchor,0.08805566229932377,0.07834574715710921
nodocidu,0.10538546866258643,0.04866910674677993,2015,122,health_wellbeing,q1,target,target,0.03767387171632334,0.026623018751635225
femself1,0.3128882907945607,0.24628571730491458,1220,112,gender_family,q4,anchor,anchor,0.09973102984953841,0.08461735541689973
mascself1,0.32588507495949137,0.254305319042008,1115,111,gender_family,q4,target,anchor,0.08599486205742668,0.06822917085872242
femsee1,0.2994738572609388,0.2346877642370348,1309,115,gender_family,q4,anchor,anchor,0.0961683690588309,0.08198335468450854
mascsee1,0.32246026520177773,0.25445501909036927,1204,114,gender_family,q4,anchor,anchor,0.09452196418515914,0.07877690206619961
racdif5x,0.13878072367752672,0.036088363842922216,1002,108,race_ethnicity,q1,anchor,anchor,0.02515248888404843,0.0015774440575432322
whovote24,0.15905808106334898,0.0929538565706407,1642,122,politics,q3,anchor,target,0.051630567450193385,0.03845848897556062
whovotets,0.09884126395534236,0.06277640551615077,3096,122,politics,q2,target,target,0.03637090082176722,0.02968046892102371
voteprob,0.11550873756658905,0.07906230560037114,2999,122,politics,q2,target,target,0.03443400892240858,0.027385535480170933
ptnrsxnow1,0.2753259360310579,0.22829370940478325,1920,122,sexuality,q4,target,anchor,0.08636161000060924,0.07720539239952079
credrep,0.3973442196445521,0.3298965520478065,974,102,econ_inequality,q4,target,anchor,0.14627158625139428,0.12983110525527816
credchoice,0.264557910937082,0.18253303297906162,1010,104,econ_inequality,q4,anchor,anchor,0.063749233833952,0.04288918358173086
credam,0.2064931410097802,0.11728250145950275,1009,104,econ_inequality,q4,anchor,anchor,0.061150925037327414,0.04010128029900165
credland,0.25445222988924077,0.17120471745176985,1010,104,econ_inequality,q4,anchor,anchor,0.06680017991330567,0.046133449436414356
credemp,0.18594246723977623,0.09409448815492893,1008,104,econ_inequality,q3,anchor,anchor,0.05268566107523167,0.03104157704705208
credcar,0.17308373541161678,0.07975175327861647,1009,104,econ_inequality,q2,anchor,anchor,0.047880012597991774,0.025965256074572982
knwsexor,0.19837732499019,0.1079593916769033,1007,104,sexuality,q3,anchor,anchor,0.05528470176737457,0.03380913385476778
happy_next,0.1361190847880795,0.038077807764793976,1008,104,health_wellbeing,q1,anchor,target,0.04513977496878093,0.02302181533823004
topprob2_hlth,0.15650334685312228,0.04059173878369813,702,86,health_wellbeing,q1,anchor,target,0.0447268592034636,0.015068609798477978
topprob2_educ,0.24339445778583985,0.1404827337848667,702,86,education_policy,q4,anchor,anchor,0.0844548209317802,0.057684008629040884
topprob2_crim,0.2077070840813063,0.09948590838805738,702,86,crime_justice,q3,target,anchor,0.035029551537817,0.00464377478668457
topprob2_envr,0.16157038486529202,0.04642362359982961,702,86,science_environment,q1,anchor,anchor,0.07446181600229712,0.04697877385673151
topprob2_immg,0.22231606899266726,0.11627338430863941,702,86,immigration_natid,q4,target,anchor,0.07701792399346175,0.049717961379741625
topprob2_econ,0.19925818812162194,0.08977393969487206,702,86,econ_inequality,q3,anchor,anchor,0.07415418427276994,0.04664906655256765
topprob2_terr,0.19005938019414687,0.07919730453082781,702,86,politics,q2,anchor,target,0.060882507932505936,0.03241649032039165
topprob2_povt,0.19069740456725953,0.07993098330760638,702,86,econ_inequality,q2,anchor,anchor,0.06149004317387633,0.03306837678455027
topprob2_none,0.2583008660471573,0.15759459632797476,702,86,politics,q4,anchor,target,0.08380604346424735,0.05698927738951713
vote_ts,0.3065399618411666,0.27964647079840016,3024,122,politics,q4,target,target,0.21705287808293172,0.21741235741820558
pres_ts,0.16415685836037955,0.11510928737976985,2124,121,politics,q4,anchor,target,0.038783197063065995,0.028525764181091456
